,0,1
69120,5.8,6.0
69121,4.3,6.0
69122,7.0,14.0
69123,4.1,4.0
69124,4.7,9.0
69125,7.0,2.0
69126,3.9,11.0
69127,0.0,0.0
69128,4.0,3.0
69129,5.2,17.0
69131,6.2,13.0
69132,4.5,3.0
69133,0.0,0.0
69134,0.0,0.0
69135,0.0,0.0
69138,0.0,0.0
69140,0.0,0.0
69141,6.2,21.0
69142,0.0,0.0
69143,0.0,0.0
69145,0.0,0.0
69146,0.0,0.0
69147,0.0,0.0
69148,4.9,9.0
69150,6.0,3.0
69151,5.3,8.0
69152,4.6,34.0
69155,5.2,6.0
69156,10.0,1.0
69157,6.5,14.0
69158,5.3,35.0
69159,0.0,0.0
69160,6.9,4.0
69161,6.3,40.0
69162,7.9,10.0
69163,4.6,7.0
69164,0.0,0.0
69165,4.6,58.0
69167,0.0,0.0
69168,5.3,4.0
69169,5.6,13.0
69170,6.7,6.0
69171,3.5,2.0
69174,0.0,0.0
69176,0.0,0.0
69177,0.0,0.0
69178,0.0,0.0
69179,0.0,0.0
69181,10.0,1.0
69182,9.0,1.0
69183,5.6,6.0
69184,0.0,0.0
69185,0.0,0.0
69187,1.0,3.0
69188,0.0,0.0
69189,0.0,0.0
69190,0.0,0.0
69191,0.0,0.0
69192,0.0,0.0
69193,0.0,0.0
69195,0.0,0.0
69196,0.0,0.0
69197,4.0,1.0
69198,0.0,0.0
69199,0.0,0.0
69200,0.0,0.0
69201,7.3,7.0
69202,0.0,0.0
69203,0.0,0.0
69204,5.8,5.0
69205,0.0,0.0
69206,8.0,13.0
69207,4.5,2.0
69211,3.0,4.0
69212,5.4,5.0
69214,6.8,19.0
69215,4.7,11.0
69216,5.0,1.0
69217,5.9,59.0
69218,0.0,0.0
69219,6.3,6.0
69221,7.0,1.0
69223,0.0,0.0
69224,4.8,2.0
69225,5.9,84.0
69227,3.0,5.0
69229,9.5,4.0
69230,6.1,5.0
69231,8.5,1.0
69232,8.3,2.0
69235,0.0,0.0
69236,5.5,2.0
69237,5.2,6.0
69238,2.5,2.0
69239,0.0,0.0
69240,4.3,3.0
69241,7.3,2.0
69242,0.0,0.0
69243,0.0,0.0
69244,6.3,3.0
69246,2.5,2.0
69248,2.0,1.0
69249,5.3,2.0
69259,7.9,4.0
69260,6.0,1.0
69262,8.1,4.0
69265,7.1,4.0
69266,7.4,16.0
69269,10.0,1.0
69270,5.3,56.0
69272,4.0,13.0
69273,0.0,0.0
69274,0.0,0.0
69275,4.0,1.0
69276,4.8,33.0
69277,7.0,1.0
69278,5.5,50.0
69279,0.0,0.0
69281,6.0,2.0
69282,0.0,0.0
69286,5.8,4.0
69287,5.4,10.0
69289,7.0,4.0
69292,6.4,19.0
69294,5.9,4.0
69299,6.5,4.0
69304,6.0,1.0
69305,5.3,2.0
69306,0.0,0.0
69307,0.0,0.0
69308,0.0,0.0
69310,4.8,27.0
69312,5.5,3.0
69313,5.3,15.0
69314,10.0,1.0
69315,7.1,304.0
69316,5.8,5.0
69319,7.8,52.0
69320,0.0,0.0
69321,5.6,29.0
69322,0.0,0.0
69323,4.0,1.0
69324,5.3,13.0
69325,4.0,1.0
69326,5.1,22.0
69327,6.0,4.0
69328,7.1,22.0
69332,5.0,1.0
69333,6.6,9.0
69335,7.9,178.0
69336,3.0,21.0
69338,0.0,0.0
69340,6.8,5.0
69341,6.3,2.0
69342,5.3,23.0
69343,3.8,26.0
69346,5.3,14.0
69347,6.8,2.0
69349,5.4,14.0
69351,5.5,12.0
69352,6.5,22.0
69353,4.7,6.0
69354,6.3,11.0
69355,6.3,9.0
69356,4.0,1.0
69357,5.0,11.0
69360,6.5,1.0
69362,5.3,7.0
69363,4.9,14.0
69366,5.7,5.0
69367,0.0,0.0
69368,0.0,0.0
69370,3.3,3.0
69371,4.8,9.0
69373,8.0,3.0
69377,0.0,0.0
69379,5.0,2.0
69380,7.6,68.0
69381,6.5,1.0
69382,2.0,1.0
69383,5.8,8.0
69385,5.5,2.0
69386,5.0,2.0
69389,4.0,10.0
69390,0.0,0.0
69392,9.5,1.0
69393,6.3,12.0
69394,5.2,9.0
69396,3.4,8.0
69397,6.1,8.0
69398,6.5,2.0
69399,6.5,12.0
69401,5.8,11.0
69402,5.8,15.0
69403,5.2,29.0
69404,6.6,5.0
69405,0.0,0.0
69407,5.9,12.0
69408,0.0,0.0
69409,3.6,7.0
69410,4.3,4.0
69412,4.7,6.0
69413,5.2,5.0
69414,4.4,5.0
69415,2.5,5.0
69416,0.0,0.0
69417,6.7,10.0
69418,3.5,4.0
69419,5.4,6.0
69420,7.3,2.0
69422,6.0,4.0
69423,7.0,4.0
69424,5.0,1.0
69425,5.5,2.0
69426,6.8,23.0
69427,5.9,7.0
69428,6.2,13.0
69432,3.5,2.0
69433,3.3,2.0
69434,4.8,2.0
69435,7.0,1.0
69436,2.5,2.0
69437,5.0,10.0
69438,5.3,3.0
69439,6.0,1.0
69440,6.0,1.0
69441,6.3,2.0
69442,6.0,1.0
69443,6.2,3.0
69445,6.5,2.0
69446,7.6,7.0
69447,0.0,0.0
69448,4.0,1.0
69449,4.0,4.0
69450,5.6,4.0
69451,4.5,2.0
69452,6.5,1.0
69453,5.0,1.0
69454,7.3,24.0
69455,0.0,0.0
69459,4.8,3.0
69461,5.8,6.0
69462,0.0,0.0
69463,0.0,0.0
69464,6.0,3.0
69465,7.0,3.0
69466,6.0,1.0
69467,6.8,12.0
69468,2.0,1.0
69469,6.1,23.0
69470,6.3,15.0
69471,6.6,12.0
69472,5.2,21.0
69478,4.9,6.0
69479,0.0,0.0
69480,6.6,98.0
69481,4.8,6.0
69482,6.3,6.0
69483,7.0,7.0
69484,4.5,11.0
69492,5.4,14.0
69493,5.0,4.0
69494,8.0,1.0
69495,4.0,12.0
69496,6.0,3.0
69497,5.8,5.0
69498,6.9,11.0
69499,7.2,17.0
69501,2.0,1.0
69502,5.5,2.0
69503,0.0,0.0
69504,6.7,15.0
69505,6.3,7.0
69506,4.8,3.0
69507,1.0,1.0
69508,4.8,13.0
69509,6.8,9.0
69510,4.9,12.0
69511,6.3,12.0
69512,5.7,11.0
69513,4.0,11.0
69515,7.1,18.0
69516,7.3,18.0
69517,6.4,58.0
69518,4.0,3.0
69520,7.7,20.0
69521,6.3,4.0
69523,6.1,8.0
69524,0.5,1.0
69525,4.9,4.0
69526,6.4,43.0
69527,3.3,6.0
69528,5.5,4.0
69530,7.0,13.0
69531,6.1,7.0
69532,5.8,4.0
69533,8.0,13.0
69534,7.0,3.0
69536,5.0,14.0
69537,6.8,34.0
69538,3.5,4.0
69539,5.6,5.0
69540,5.0,1.0
69541,4.8,5.0
69542,5.0,1.0
69543,6.0,2.0
69544,6.5,44.0
69545,7.5,1.0
69546,7.0,1.0
69547,6.5,2.0
69548,10.0,1.0
69549,0.0,0.0
69550,7.2,15.0
69551,6.0,1.0
69554,6.2,16.0
69555,5.7,3.0
69556,8.1,5.0
69557,6.7,29.0
69558,7.5,1.0
69559,7.0,26.0
69560,6.1,10.0
69561,2.0,3.0
69564,6.7,6.0
69565,6.8,8.0
69566,7.3,8.0
69567,7.1,18.0
69568,4.7,6.0
69569,6.0,3.0
69570,4.3,15.0
69571,5.5,5.0
69572,6.1,10.0
69573,6.5,1.0
69575,7.4,19.0
69576,6.2,52.0
69577,6.9,13.0
69579,6.4,22.0
69580,4.8,2.0
69581,6.0,2.0
69582,8.0,2.0
69583,4.0,2.0
69584,6.3,4.0
69587,4.0,2.0
69589,8.0,1.0
69590,7.1,10.0
69591,2.5,2.0
69592,3.7,7.0
69594,6.9,7.0
69595,4.0,1.0
69596,7.5,2.0
69597,6.2,26.0
69598,6.7,21.0
69599,6.8,20.0
69600,5.6,9.0
69602,4.8,2.0
69605,7.0,147.0
69607,4.4,6.0
69608,6.0,1.0
69609,3.0,1.0
69610,8.1,53.0
69611,0.0,0.0
69612,6.3,3.0
69613,6.0,1.0
69614,3.5,2.0
69615,4.5,2.0
69617,6.9,6.0
69618,6.0,2.0
69619,6.1,29.0
69620,7.0,2.0
69621,2.8,4.0
69623,3.4,5.0
69624,5.9,7.0
69625,4.7,3.0
69626,5.7,3.0
69627,5.7,12.0
69628,6.0,2.0
69629,5.8,6.0
69630,4.5,3.0
69631,6.2,13.0
69632,5.2,5.0
69634,5.9,16.0
69635,7.0,31.0
69636,6.8,61.0
69637,6.7,5.0
69638,7.3,30.0
69639,5.5,2.0
69640,6.0,5.0
69641,0.0,0.0
69642,5.2,3.0
69643,8.0,2.0
69644,7.6,17.0
69645,6.8,32.0
69646,6.1,8.0
69647,6.5,1.0
69648,5.2,11.0
69649,0.0,0.0
69650,6.1,7.0
69651,5.3,7.0
69652,6.9,4.0
69653,5.7,8.0
69654,6.9,19.0
69655,7.5,1.0
69656,6.0,1.0
69657,6.3,7.0
69658,5.5,3.0
69659,7.2,5.0
69660,6.1,9.0
69661,5.8,13.0
69662,6.2,3.0
69663,5.4,7.0
69664,5.7,9.0
69665,6.7,3.0
69666,5.2,13.0
69667,6.5,3.0
69668,6.1,1151.0
69669,7.3,9.0
69670,5.4,5.0
69671,5.1,4.0
69677,6.9,9.0
69678,7.6,5.0
69679,7.2,5.0
69680,7.3,3.0
69681,7.4,4.0
69682,4.4,5.0
69683,5.5,1.0
69684,5.5,2.0
69685,5.5,3.0
69686,2.0,1.0
69687,4.3,3.0
69688,5.0,1.0
69689,5.5,2.0
69690,4.5,2.0
69691,5.5,2.0
69692,5.8,2.0
69693,5.7,3.0
69694,6.0,1.0
69695,6.5,1.0
69696,5.8,2.0
69697,6.8,4.0
69698,6.0,1.0
69699,6.2,9.0
69700,5.7,6.0
69701,5.0,1.0
69702,5.4,7.0
69703,6.1,21.0
69704,7.3,2.0
69716,6.7,16.0
69717,7.4,28.0
69718,0.0,0.0
69719,5.0,7.0
69720,8.0,1.0
69722,5.4,11.0
69723,7.1,13.0
69724,3.7,19.0
69725,4.5,6.0
69726,5.8,16.0
69727,5.7,10.0
69728,5.4,17.0
69729,6.4,40.0
69730,5.0,2.0
69731,0.0,0.0
69732,3.3,4.0
69735,7.3,723.0
69736,4.7,7.0
69738,6.3,28.0
69740,5.7,8.0
69743,8.5,1.0
69744,0.0,0.0
69746,6.7,34.0
69747,6.7,8.0
69749,7.6,4.0
69750,8.0,1.0
69751,0.0,0.0
69752,0.0,0.0
69755,1.0,3.0
69756,4.0,2.0
69757,8.3,3.0
69758,5.9,26.0
69759,0.0,0.0
69760,0.0,0.0
69761,0.0,0.0
69762,0.0,0.0
69764,4.8,4.0
69765,7.6,16.0
69766,7.7,7.0
69767,5.3,3.0
69768,3.3,2.0
69770,6.9,18.0
69771,4.3,36.0
69773,4.0,19.0
69774,5.2,25.0
69775,5.7,36.0
69777,6.4,18.0
69778,5.9,245.0
69779,6.8,3.0
69780,3.5,14.0
69781,6.5,12.0
69782,4.0,2.0
69783,6.8,6.0
69784,6.5,29.0
69785,6.4,38.0
69786,7.1,7.0
69789,5.3,3.0
69790,5.0,1.0
69791,5.1,14.0
69792,6.0,29.0
69793,9.0,1.0
69794,5.2,37.0
69795,4.9,4.0
69796,4.1,7.0
69797,5.0,4.0
69798,6.1,737.0
69799,7.0,4.0
69803,5.7,6.0
69805,4.1,8.0
69807,6.7,3.0
69808,7.0,1.0
69809,0.0,0.0
69810,6.6,10.0
69811,6.8,11.0
69813,0.0,0.0
69814,3.5,3.0
69815,0.0,0.0
69816,5.0,1.0
69817,5.0,4.0
69818,0.0,0.0
69819,4.5,5.0
69820,1.0,1.0
69821,0.0,0.0
69822,6.6,5.0
69823,0.0,0.0
69824,4.0,2.0
69825,0.0,0.0
69826,1.0,1.0
69827,4.5,3.0
69828,5.6,18.0
69829,4.3,3.0
69830,4.5,4.0
69831,5.0,3.0
69833,0.0,0.0
69835,0.0,0.0
69837,6.3,4.0
69838,0.0,0.0
69839,6.7,6.0
69840,5.3,4.0
69841,4.9,8.0
69842,0.0,0.0
69843,6.5,8.0
69845,3.3,2.0
69846,6.7,11.0
69847,6.8,8.0
69848,6.5,12.0
69850,5.0,7.0
69851,6.5,31.0
69852,5.1,6.0
69853,5.9,17.0
69854,4.8,10.0
69855,7.3,10.0
69856,2.5,2.0
69857,5.9,10.0
69858,5.3,2.0
69859,5.5,2.0
69860,4.3,39.0
69861,5.5,2.0
69862,6.0,3.0
69863,3.5,1.0
69864,6.1,4.0
69865,7.5,6.0
69866,10.0,2.0
69868,6.3,11.0
69869,4.3,14.0
69870,5.7,33.0
69871,7.1,17.0
69872,6.3,83.0
69873,5.0,1.0
69875,3.7,5.0
69876,5.8,4.0
69877,1.0,1.0
69878,5.2,5.0
69879,6.5,22.0
69880,6.5,1.0
69881,0.0,0.0
69883,2.9,7.0
69884,4.7,3.0
69885,8.0,41.0
69886,5.0,1.0
69889,7.4,10.0
69890,7.6,10.0
69891,7.0,41.0
69892,5.4,13.0
69894,0.0,0.0
69895,6.4,7.0
69896,6.5,34.0
69897,5.7,3.0
69898,7.7,17.0
69899,7.4,25.0
69900,4.0,21.0
69901,6.3,33.0
69902,7.0,5.0
69903,5.6,14.0
69904,1.5,2.0
69906,5.5,24.0
69909,6.7,37.0
69910,4.6,7.0
69911,5.7,9.0
69912,6.9,35.0
69913,6.9,16.0
69914,6.0,4.0
69915,5.2,12.0
69916,5.8,16.0
69917,4.4,5.0
69919,6.5,26.0
69920,8.5,1.0
69921,5.0,5.0
69922,3.4,10.0
69924,5.6,7.0
69925,5.8,5.0
69926,0.0,0.0
69927,5.0,2.0
69928,4.7,29.0
69930,10.0,2.0
69931,5.8,21.0
69932,2.8,9.0
69933,4.0,1.0
69934,6.1,8.0
69935,4.5,4.0
69936,6.5,4.0
69938,5.1,126.0
69939,3.8,6.0
69940,5.7,7.0
69941,5.0,2.0
69942,5.9,9.0
69945,5.3,28.0
69949,4.2,3.0
69952,4.0,2.0
69953,0.0,0.0
69956,0.0,0.0
69957,4.6,4.0
69958,1.0,1.0
69959,6.4,9.0
69960,0.0,0.0
69961,5.8,6.0
69962,5.3,2.0
69963,5.3,2.0
69964,5.3,2.0
69965,5.3,2.0
69966,5.3,2.0
69967,5.3,2.0
69968,8.7,3.0
69969,5.3,2.0
69970,6.2,3.0
69971,5.3,2.0
69972,5.3,2.0
69973,7.2,13.0
69974,6.3,12.0
69975,5.0,3.0
69976,4.2,7.0
69977,5.5,14.0
69978,5.0,12.0
69979,3.8,5.0
69980,5.0,1.0
69982,6.5,1.0
69983,6.3,2.0
69985,6.3,18.0
69987,7.5,1.0
69988,0.0,0.0
69989,6.9,10.0
69990,4.2,3.0
69991,4.5,6.0
69992,4.5,2.0
69994,6.0,4.0
69995,7.1,53.0
69996,10.0,1.0
69999,1.5,2.0
70000,4.5,22.0
70001,7.0,3.0
70002,6.2,6.0
70003,6.8,8.0
70004,0.0,0.0
70005,5.6,48.0
70006,6.4,521.0
70007,0.0,0.0
70008,5.6,103.0
70011,5.2,12.0
70012,0.0,0.0
70018,6.9,15.0
70019,0.0,0.0
70021,2.8,7.0
70022,5.7,6.0
70024,5.1,30.0
70026,5.1,8.0
70027,7.3,52.0
70029,0.0,0.0
70030,0.0,0.0
70032,5.3,7.0
70035,5.0,3.0
70038,0.0,0.0
70039,0.0,0.0
70040,5.0,1.0
70041,0.0,0.0
70042,5.4,7.0
70043,1.0,1.0
70044,6.6,11.0
70046,4.9,11.0
70048,7.0,1.0
70050,3.7,3.0
70051,5.7,6.0
70052,7.0,2.0
70053,0.0,0.0
70054,4.2,13.0
70055,0.0,0.0
70056,8.0,1.0
70057,7.0,189.0
70058,6.8,4.0
70059,3.8,22.0
70060,4.2,5.0
70061,6.8,39.0
70062,3.8,2.0
70066,4.7,3.0
70067,7.0,22.0
70069,2.7,3.0
70070,5.1,16.0
70071,7.1,13.0
70074,5.5,1022.0
70076,6.2,111.0
70077,5.8,4.0
70078,0.0,0.0
70079,4.7,5.0
70082,4.3,3.0
70083,5.0,1.0
70084,4.6,30.0
70086,7.3,20.0
70088,6.6,55.0
70089,6.9,22.0
70090,6.2,13.0
70091,10.0,1.0
70092,0.0,0.0
70093,5.0,2.0
70094,1.0,1.0
70095,0.0,0.0
70096,0.0,0.0
70097,5.0,1.0
70098,6.1,16.0
70099,0.0,0.0
70100,0.0,0.0
70101,3.5,2.0
70103,4.8,2.0
70104,6.8,35.0
70106,5.5,41.0
70107,0.5,1.0
70108,0.5,1.0
70109,0.5,1.0
70110,5.4,58.0
70111,4.8,3.0
70112,1.8,5.0
70113,5.8,19.0
70114,5.5,10.0
70115,6.9,37.0
70116,6.0,1.0
70117,5.4,7.0
70119,6.0,1.0
70120,9.0,1.0
70121,4.2,13.0
70122,8.3,6.0
70123,4.0,23.0
70126,0.0,0.0
70127,0.0,0.0
70128,6.0,10.0
70129,5.0,6.0
70131,6.8,30.0
70132,6.0,4.0
70133,6.4,37.0
70134,5.0,1.0
70135,4.4,18.0
70136,6.5,43.0
70137,5.5,18.0
70138,6.5,1.0
70139,1.0,1.0
70140,0.0,0.0
70141,1.0,1.0
70142,0.0,0.0
70143,0.0,0.0
70144,8.0,1.0
70145,0.0,0.0
70146,6.5,1.0
70147,5.3,13.0
70148,6.4,15.0
70149,6.1,11.0
70150,1.0,1.0
70151,5.7,7.0
70152,10.0,1.0
70153,5.8,69.0
70154,5.9,51.0
70155,0.0,0.0
70156,8.0,1.0
70157,6.0,10.0
70158,4.6,4.0
70159,6.3,6.0
70160,7.2,19162.0
70161,6.8,3.0
70162,5.1,4.0
70163,10.0,1.0
70164,4.3,2.0
70167,0.0,0.0
70172,4.7,17.0
70173,0.0,0.0
70175,5.7,3.0
70176,0.0,0.0
70177,3.5,9.0
70178,0.0,0.0
70179,6.4,7.0
70180,4.7,13.0
70181,0.0,0.0
70182,0.0,0.0
70186,5.2,8.0
70190,5.9,6.0
70191,5.3,16.0
70192,5.5,11.0
70193,6.5,16.0
70195,6.7,3.0
70196,5.8,89.0
70197,5.0,13.0
70198,6.5,6.0
70199,6.1,72.0
70200,6.6,5.0
70201,4.3,2.0
70202,5.6,32.0
70204,7.0,1.0
70205,6.6,6.0
70206,9.7,3.0
70207,2.8,3.0
70208,0.0,0.0
70209,0.0,0.0
70210,0.0,0.0
70211,0.0,0.0
70212,6.0,1.0
70213,0.0,0.0
70215,0.0,0.0
70216,0.0,0.0
70217,5.2,11.0
70218,0.0,0.0
70219,5.0,1.0
70220,6.0,1.0
70221,6.2,6.0
70222,0.0,0.0
70223,6.0,3.0
70224,7.0,1.0
70225,8.0,1.0
70226,5.6,5.0
70227,8.0,1.0
70228,7.0,1.0
70229,7.0,1.0
70230,7.3,3.0
70231,0.0,0.0
70232,5.0,1.0
70233,5.5,14.0
70235,4.4,6.0
70239,5.8,5.0
70241,6.5,3.0
70243,0.0,0.0
70244,3.3,4.0
70245,0.0,0.0
70246,9.0,1.0
70247,5.1,18.0
70248,7.0,6.0
70249,3.9,16.0
70251,7.5,2.0
70253,4.3,2.0
70254,4.5,2.0
70255,4.8,2.0
70256,8.0,1.0
70257,3.5,2.0
70258,4.8,2.0
70259,5.6,36.0
70260,8.0,3.0
70263,6.0,2.0
70264,5.4,8.0
70267,0.0,0.0
70268,0.0,0.0
70271,0.0,0.0
70272,0.0,0.0
70273,5.5,1.0
70274,0.0,0.0
70275,6.5,4.0
70278,5.0,3.0
70279,5.7,3.0
70280,5.2,5.0
70282,7.5,5.0
70283,6.1,9.0
70285,0.0,0.0
70286,0.0,0.0
70287,0.0,0.0
70288,5.5,1.0
70289,0.0,0.0
70290,0.0,0.0
70291,6.0,2.0
70292,5.0,5.0
70293,5.9,22.0
70296,6.4,4.0
70298,0.0,0.0
70299,1.0,1.0
70302,6.9,8.0
70304,4.0,2.0
70306,4.6,8.0
70307,0.0,0.0
70308,6.5,4.0
70309,9.0,1.0
70310,0.0,0.0
70312,5.3,10.0
70313,6.4,7.0
70315,5.5,4.0
70316,9.5,1.0
70318,4.8,2.0
70320,4.8,2.0
70322,5.2,37.0
70323,4.3,2.0
70324,7.0,11.0
70325,4.5,2.0
70327,6.2,39.0
70330,4.8,2.0
70331,4.8,2.0
70332,4.3,2.0
70333,4.8,2.0
70334,4.3,2.0
70335,7.0,1.0
70336,4.5,2.0
70337,6.5,9.0
70338,5.0,180.0
70339,0.0,0.0
70340,6.0,1.0
70342,7.0,39.0
70343,0.0,0.0
70344,4.8,2.0
70345,5.3,69.0
70346,0.0,0.0
70347,2.5,1.0
70349,7.5,53.0
70351,5.0,34.0
70352,6.0,2.0
70354,5.5,4.0
70355,3.7,3.0
70356,4.6,7.0
70357,5.6,7.0
70358,6.3,29.0
70359,4.8,2.0
70360,4.8,2.0
70361,7.3,6.0
70362,0.0,0.0
70363,0.0,0.0
70364,4.9,14.0
70366,6.5,8.0
70367,4.0,2.0
70368,6.0,47.0
70369,5.5,2.0
70370,6.5,1.0
70371,6.5,1.0
70372,5.8,3.0
70373,4.3,2.0
70374,7.6,14.0
70376,3.0,3.0
70382,0.0,0.0
70383,5.0,1.0
70385,8.2,13.0
70386,5.8,84.0
70387,5.9,24.0
70388,5.3,6.0
70391,6.5,12.0
70392,2.0,1.0
70393,7.0,4.0
70404,4.3,14.0
70406,6.1,4.0
70408,5.3,6.0
70409,5.5,7.0
70410,6.0,36.0
70412,6.5,44.0
70414,0.0,0.0
70415,6.3,3.0
70417,6.6,48.0
70418,5.7,40.0
70420,4.0,7.0
70422,5.4,29.0
70423,6.6,27.0
70424,1.3,2.0
70425,7.0,5.0
70426,6.6,5.0
70427,8.5,4.0
70428,5.5,11.0
70429,5.7,7.0
70434,8.0,1.0
70435,5.7,1105.0
70436,6.3,1079.0
70438,6.4,29.0
70439,5.6,12.0
70440,6.3,13.0
70443,6.8,20.0
70447,6.8,32.0
70448,5.9,39.0
70449,6.5,69.0
70450,6.0,1.0
70451,6.0,3.0
70453,7.0,2.0
70454,0.0,0.0
70456,6.0,11.0
70457,5.7,3.0
70458,6.5,3.0
70459,5.6,4.0
70460,6.5,49.0
70461,6.0,20.0
70463,0.0,0.0
70464,5.7,3.0
70465,0.0,0.0
70466,5.0,2.0
70467,4.0,5.0
70468,6.5,9.0
70469,0.0,0.0
70470,7.1,7.0
70472,0.0,0.0
70473,6.7,3.0
70474,0.0,0.0
70475,6.0,9.0
70476,7.1,44.0
70480,5.8,10.0
70481,9.0,2.0
70484,4.3,5.0
70485,10.0,1.0
70487,5.9,26.0
70489,5.3,16.0
70490,5.9,17.0
70491,10.0,1.0
70492,0.0,0.0
70493,5.5,3.0
70494,6.4,5.0
70495,5.8,5.0
70496,7.0,44.0
70497,1.0,1.0
70498,4.7,12.0
70500,3.5,34.0
70501,8.0,3.0
70502,0.0,0.0
70503,5.0,5.0
70506,3.3,6.0
70508,6.0,1.0
70512,6.4,100.0
70513,8.0,1.0
70514,3.7,14.0
70515,4.3,7.0
70516,5.2,6.0
70517,8.0,1.0
70518,6.7,3.0
70520,6.4,7.0
70521,4.7,9.0
70522,5.0,5.0
70523,7.2,6.0
70524,7.8,8.0
70525,6.5,10.0
70526,6.0,10.0
70527,7.2,11.0
70528,7.0,10.0
70529,7.6,8.0
70531,7.5,1.0
70532,4.9,22.0
70534,0.0,0.0
70535,8.5,2.0
70536,7.5,7.0
70537,2.5,2.0
70538,6.4,14.0
70539,5.9,15.0
70541,6.6,8.0
70542,5.7,16.0
70544,0.0,0.0
70545,6.8,4.0
70546,8.0,5.0
70547,8.5,2.0
70548,0.0,0.0
70550,7.0,1.0
70552,8.0,1.0
70553,2.1,29.0
70554,5.4,7.0
70555,6.1,73.0
70556,0.0,0.0
70557,5.8,3.0
70558,10.0,1.0
70559,5.8,6.0
70560,0.0,0.0
70561,6.8,9.0
70563,6.0,1.0
70565,10.0,2.0
70567,5.3,3.0
70568,8.3,4.0
70569,7.0,1.0
70570,8.0,1.0
70571,6.0,1.0
70572,0.0,0.0
70573,3.3,8.0
70574,4.6,22.0
70575,4.3,92.0
70576,3.8,4.0
70577,6.1,396.0
70578,5.5,964.0
70579,9.0,2.0
70580,7.3,43.0
70581,6.0,23.0
70582,7.0,1.0
70583,3.6,14.0
70584,3.6,215.0
70585,4.8,59.0
70586,5.0,347.0
70587,6.2,115.0
70588,6.2,75.0
70590,6.7,107.0
70591,5.8,6.0
70593,4.3,2.0
70596,8.0,1.0
70597,9.0,1.0
70601,8.5,1.0
70602,6.8,6.0
70603,9.0,1.0
70605,9.5,1.0
70606,7.5,1.0
70608,6.6,112.0
70610,7.5,1.0
70611,4.5,2.0
70614,8.0,1.0
70616,4.0,12.0
70618,8.0,1.0
70619,8.0,1.0
70620,8.5,1.0
70621,5.3,2.0
70624,0.0,0.0
70626,0.0,0.0
70627,5.4,45.0
70628,3.7,8.0
70629,0.0,0.0
70630,5.3,3.0
70631,3.0,1.0
70635,6.4,21.0
70636,7.6,16.0
70637,5.9,10.0
70638,4.3,13.0
70639,0.0,0.0
70640,4.1,12.0
70644,8.5,1.0
70647,5.3,2.0
70648,5.6,8.0
70653,6.0,1.0
70655,6.0,1.0
70656,4.0,1.0
70657,6.2,9.0
70658,8.5,1.0
70659,8.5,1.0
70660,8.5,1.0
70661,4.8,4.0
70662,0.0,0.0
70663,0.0,0.0
70664,6.4,6.0
70665,5.8,16.0
70666,6.3,95.0
70667,6.9,577.0
70668,0.0,0.0
70669,4.4,14.0
70670,7.3,967.0
70672,8.0,1.0
70673,8.5,2.0
70674,8.5,2.0
70675,9.0,3.0
70680,7.5,1.0
70682,8.5,1.0
70683,6.5,1.0
70684,3.7,3.0
70685,7.0,1.0
70686,7.0,1.0
70687,4.1,8.0
70688,7.5,1.0
70690,7.0,15.0
70691,2.8,2.0
70692,6.7,19.0
70693,4.0,3.0
70694,5.3,2.0
70695,6.2,150.0
70697,5.6,13.0
70698,4.8,2.0
70699,4.8,2.0
70700,7.1,7.0
70702,5.3,21.0
70703,6.4,84.0
70704,5.5,3.0
70705,4.5,2.0
70706,5.9,381.0
70709,5.0,14.0
70711,7.6,11.0
70712,6.8,84.0
70713,6.5,12.0
70714,4.7,3.0
70715,6.0,1.0
70716,5.0,1.0
70717,5.0,1.0
70718,6.0,31.0
70721,0.0,0.0
70722,10.0,1.0
70723,0.0,0.0
70725,6.0,2.0
70726,10.0,1.0
70729,5.9,4.0
70730,6.5,2.0
70731,4.0,2.0
70732,4.0,7.0
70733,5.6,6.0
70734,7.5,8.0
70736,6.5,21.0
70737,6.5,2.0
70738,6.9,15.0
70739,0.0,0.0
70740,5.0,25.0
70741,5.8,12.0
70742,4.9,13.0
70744,6.3,11.0
70745,6.0,10.0
70746,10.0,2.0
70747,5.8,8.0
70748,6.2,7.0
70749,6.9,7.0
70750,7.1,4.0
70751,0.0,0.0
70752,6.3,13.0
70753,6.9,19.0
70756,5.6,5.0
70757,6.2,35.0
70758,7.3,6.0
70759,4.9,9.0
70760,5.4,4.0
70761,6.0,93.0
70762,6.5,1.0
70763,4.6,7.0
70765,6.5,1.0
70768,6.5,11.0
70770,5.9,5.0
70772,6.6,76.0
70773,5.5,39.0
70774,7.4,7.0
70776,0.0,0.0
70777,9.0,2.0
70779,6.9,29.0
70780,8.2,16.0
70781,6.4,45.0
70783,4.8,2.0
70784,8.5,1.0
70785,4.5,2.0
70787,4.4,7.0
70788,8.5,1.0
70789,8.0,1.0
70791,8.5,1.0
70792,8.5,1.0
70793,5.9,113.0
70794,4.7,3.0
70795,8.0,1.0
70796,8.0,1.0
70797,8.5,1.0
70798,4.7,14.0
70800,7.3,40.0
70801,6.2,13.0
70802,6.6,15.0
70803,6.8,12.0
70804,7.5,34.0
70806,6.3,22.0
70807,5.8,25.0
70808,6.7,43.0
70809,6.2,18.0
70810,5.4,21.0
70811,5.6,59.0
70812,6.9,22.0
70813,6.2,9.0
70814,5.3,2.0
